id,company_name,tax
2533,CÔNG TY CỔ PHẦN Sông Đà 8,500276454
2534,CÔNG TY CỔ PHẦN Bia Hà Nội - Kim Bài,500293795
2535,Công ty cổ phần Sông Đà 11,500313811
2536,Công ty cổ phần Môi trường Đô thị Hà Đông,500332500
2537,CÔNG TY CỔ PHẦN Đầu tư xây dựng và phát triển đô thị Thăng Long,500383583
2538,CÔNG TY CỔ PHẦN Vận tải và Dịch vụ Petrolimex Hà Tây,500387891
2539,CÔNG TY CỔ PHẦN Dược phẩm Hà Tây,500391400
2540,CÔNG TY CỔ PHẦN Công nghiệp thương mại Sông Đà,500436570
2541,CÔNG TY CỔ PHẦN Thương mại Hà Tây,500443384
2542,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai,500443916
2543,Công ty cổ phần xi măng Sài Sơn,500444444
2544,Công ty cổ phần SDP,500444772
2545,CÔNG TY CỔ PHẦN que hàn điện Việt Đức,500445085
2546,CÔNG TY CỔ PHẦN Đầu tư Hải Phát,500447004
2547,Công ty cổ phần Viễn thông Thăng Long,500447117
2548,CÔNG TY CỔ PHẦN K.I.P Việt Nam,500447942
2549,Công ty CP Đầu tư và Xây lắp Sông Đà,500450173
2550,CÔNG TY CỔ PHẦN Sữa Quốc tế Lof,500463609
2551,CÔNG TY CỔ PHẦN VICOSTONE,500469512
2552,CÔNG TY CỔ PHẦN Đại Việt Group DVG,500478210
2553,CÔNG TY CỔ PHẦN Đầu tư PVR Hà Nội,500547376
2554,Công ty CP SCI E&C,500574676
2555,Công Ty Cổ Phần Tập đoàn MPT (tên cũ CÔNG TY CỔ PHẦN May Phú Thành),500578254
2556,CÔNG TY CỔ PHẦN Công trình đô thị Nam Định,600001446
2557,CÔNG TY CỔ PHẦN Đầu tư Sao Thăng Long,600004422
2558,CÔNG TY CỔ PHẦN CẤP NƯỚC NAM ĐỊNH,600008000
2559,Tổng CÔNG TY CỔ PHẦN Dệt May Nam Định,600019436
2560,CÔNG TY CỔ PHẦN Môi trường Nam Định,600143867
2561,CÔNG TY CỔ PHẦN Bia Hà Nội - Nam Định,600161270
2562,CÔNG TY CỔ PHẦN Dược phẩm Nam Hà,600206147
2563,CÔNG TY CỔ PHẦN Tasco,600264117
2564,CÔNG TY CỔ PHẦN Chế biến thực phẩm nông sản xuất khẩu Nam Định,600265248
2565,CÔNG TY CỔ PHẦN Vicem Bao bì Bút Sơn,600312071
2566,CÔNG TY CỔ PHẦN Tập đoàn đầu tư KTT,600324084
2567,Công ty cổ phần May Nam Định,600328515
2568,CÔNG TY CỔ PHẦN May Sông Hồng,600333307
2569,CÔNG TY CỔ PHẦN Bọc ống dầu khí Việt Nam,600393680
2570,Công ty cổ phần Tập đoàn EMA LAND,600446389
2571,CÔNG TY CỔ PHẦN Xăng dầu Dầu khí Nam Định,600759399
2572,CÔNG TY CỔ PHẦN Đầu tư và Thương mại Vũ Đăng,600986828
2573,CÔNG TY CỔ PHẦN Thành An 77,700100257
2574,CÔNG TY CỔ PHẦN Xi măng Vicem Bút Sơn,700117613
2575,CÔNG TY CỔ PHẦN Đầu tư Phát triển Thành Đạt,700194008
2576,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY LẮP TRƯỜNG SƠN,700210210
2577,Công ty Cổ phần đầu tư DNA,700212810
2578,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,700222689
2579,CÔNG TY CỔ PHẦN Khoáng sản Fecon,700252549
2580,Công ty Cổ phần Tập đoàn GCL,700324666
2581,CÔNG TY CỔ PHẦN GKM HOLDINGS,700510750
2582,CÔNG TY CỔ PHẦN Tứ Hải Hà Nam,700519785
2583,Công ty cổ phần Nhựa chất lượng cao Bình Thuận,700823506
2584,CÔNG TY CỔ PHẦN Sản xuất Thép Việt Long,700832042
2585,CÔNG TY CỔ PHẦN Kinh doanh nước sạch Hải Dương,800001348
2586,CÔNG TY CỔ PHẦN Đầu tư và Xây dựng số 18 (LICOGI 18),800001612
2587,CÔNG TY CỔ PHẦN Lilama 69-3,800001972
2588,Công ty cổ phần Dược Vật tư y tế Hải Dương,800011018
2589,Công ty cổ phần RedstarCera,800064718
2590,Công ty cổ phần bao bì Hoàng Thạch,800208342
2591,CÔNG TY CỔ PHẦN Thương mại và Sản xuất Lập Phương Thành,800258431
2592,Công ty Cổ phần Xây dựng 1369,800282385
2593,"CÔNG TY CỔ PHẦN Khai thác, chế biến khoáng sản Hải Dương",800282498
2594,CÔNG TY CỔ PHẦN Bia Hà Nội - Hải Dương,800283766
2595,CÔNG TY CỔ PHẦN B.C.H,800286887
2596,Công ty cổ phần Chế tạo Bơm Hải Dương,800287016
2597,CÔNG TY CỔ PHẦN Nhiệt điện Phả Lại,800296853
2598,CÔNG TY CỔ PHẦN Trường Phú,800298748
2599,CÔNG TY CỔ PHẦN Phát triển đô thị và KCN cao su Việt Nam (Vinaruco),800300443
2600,CÔNG TY CỔ PHẦN One Capital Hospitality,800338870
2601,CÔNG TY CỔ PHẦN Nhựa An Phát Xanh,800373586
2602,CÔNG TY CỔ PHẦN Sông Đà Cao Cường,800376530
2603,CÔNG TY CỔ PHẦN Vina Food I Hải Dương,800376668
2604,CÔNG TY CỔ PHẦN Tập đoàn DamiK,800462363
2605,CÔNG TY CỔ PHẦN AAV GROUP,800819038
2606,CÔNG TY CỔ PHẦN Đầu tư Sản xuất và thương mại HCD,800940115
2607,CÔNG TY CỔ PHẦN Tập đoàn An Phát Holdings,801210129
2608,Tổng Công ty May Hưng Yên - CÔNG TY CỔ PHẦN,900108038
2609,CÔNG TY CỔ PHẦN Tập đoàn Hòa Phát,900189284
2610,CÔNG TY CỔ PHẦN Tập đoàn Thiên Quang,900233261
2611,CÔNG TY CỔ PHẦN Công nghệ cao Traphaco,900255402
2612,CÔNG TY CỔ PHẦN Thuận Đức,900264799
2613,CÔNG TY CỔ PHẦN Bia Hà Nội - Hưng Yên 89,900270055
2614,CÔNG TY CỔ PHẦN Quốc tế Phương Anh,900613295
2615,Công ty cổ phần Phát triển Nông nghiệp Hòa Phát,900986272
2616,CÔNG TY CỔ PHẦN Test GSĐC,987654321
2617,Công ty cổ phần Nước sạch Thái Bình,1000214853
2618,CÔNG TY CỔ PHẦN Môi trường và Công trình đô thị tỉnh Thái Bình,1000219925
2619,CÔNG TY CỔ PHẦN Hoàng Hà,1000272301
2620,CÔNG TY CỔ PHẦN Bia Hà Nội - Thái Bình,1000317707
2621,CÔNG TY CỔ PHẦN Đầu tư Xây dựng và Công nghệ Tiến Trung,1000332857
2622,Công ty Cổ phần Damsan,1000389853
2623,CÔNG TY CỔ PHẦN Đầu tư và Phát triển Đức Quân,1000400095
2624,CÔNG TY CỔ PHẦN xăng dầu Dầu khí Hưng Yên,1000808141
2625,Công ty cổ phần BOT Cầu Thái Hà,1001045855
2626,CÔNG TY CỔ PHẦN Cấp thoát nước Long An,1100101500
2627,CÔNG TY CỔ PHẦN Thương mại và Dịch vụ LVA,1100105921
2628,CÔNG TY CỔ PHẦN Chế biến hàng xuất khẩu Long An,1100107301
2629,CÔNG TY CỔ PHẦN MT Gas,1100480979
2630,CÔNG TY CỔ PHẦN Đầu tư xây dựng Long An IDICO,1100503295
2631,CÔNG TY CỔ PHẦN Xây lắp cơ khí và lương thực thực phẩm,1100664038
2632,CÔNG TY CỔ PHẦN Long Hậu,1100727545
2633,CÔNG TY CỔ PHẦN kinh doanh test,1112131415
2634,Tổng CÔNG TY CỔ PHẦN Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,
2635,CÔNG TY CỔ PHẦN Dược phẩm Tipharco,1200100557
2636,CÔNG TY CỔ PHẦN Dược thú y Cai Lậy,1200505472
2637,CÔNG TY CỔ PHẦN Đầu tư và Xây dựng Tiền Giang,1200526842
2638,CÔNG TY CỔ PHẦN Bao bì Tiền Giang,1200568151
2639,CÔNG TY CỔ PHẦN Gò Đàng,1200575021
2640,CÔNG TY CỔ PHẦN Giải pháp doanh nghiệp thông minh,123123123
2641,Công ty cổ phần TEST,12345678
2642,Công Ty Cổ Phần Cấp thoát nước Bến Tre,1300107725
2643,CÔNG TY CỔ PHẦN Vật liệu xây dựng Bến Tre,1300108704
2644,CÔNG TY CỔ PHẦN Công trình đô thị Bến Tre,1300113091
2645,Công ty Cổ phần Đông Hải Bến Tre,1300358260
2646,CÔNG TY CỔ PHẦN Xuất nhập khẩu thủy sản Bến Tre,1300376365
2647,CÔNG TY CỔ PHẦN Dược phẩm Bến Tre,1300382591
2648,CÔNG TY CỔ PHẦN Tập đoàn GREEN+,1301009978
2649,CÔNG TY CỔ PHẦN Cấp nước và Môi trường đô thị Đồng Tháp,1400101205
2650,CÔNG TY CỔ PHẦN Xây lắp và Vật liệu xây dựng Đồng Tháp,1400101396
2651,CÔNG TY CỔ PHẦN Vĩnh Hoàn,1400112623
2652,Ngân hàng TMCP Xăng dầu Petrolimex,1400116233
2653,CÔNG TY CỔ PHẦN Thực phẩm Bích Chi,1400371184
2654,Công ty CP Dược phẩm Imexpharm,1400384433
2655,CÔNG TY CỔ PHẦN Xuất Nhập Khẩu Y tế Domesco,1400460395
2656,CÔNG TY CỔ PHẦN XNK Sa Giang,1400469817
2657,CÔNG TY CỔ PHẦN Vận tải xăng dầu Đồng Tháp,1400475345
2658,CÔNG TY CỔ PHẦN Tô Châu,1400521150
2659,CÔNG TY CỔ PHẦN Domenal,1400641835
2660,CÔNG TY CỔ PHẦN CÔNG TRÌNH CÔNG CỘNG VĨNH LONG,1500169888
2661,CÔNG TY CỔ PHẦN Lương thực Thực Phẩm Vĩnh Long,1500170900
2662,CÔNG TY CỔ PHẦN Xuất nhập khẩu Vĩnh Long,1500171478
2663,CÔNG TY CỔ PHẦN Cấp nước Vĩnh Long,1500174831
2664,Công ty cổ phần Dược phẩm Cửu Long,1500202535
2665,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền,1500459121
2666,CÔNG TY CỔ PHẦN CƠ KHÍ AN GIANG,1600111049
2667,CÔNG TY CỔ PHẦN Cảng An Giang,1600125108
2668,CÔNG TY CỔ PHẦN Nam Việt,1600168736
2669,CÔNG TY CỔ PHẦN Tập Đoàn Sao Mai,1600169024
2670,CT CP Tập đoàn Lộc Trời,1600192619
2671,CÔNG TY CỔ PHẦN Xuất Nhập khẩu Nông sản Thực phẩm An Giang,1600194461
2672,Công ty Cổ Phần Rau quả thực phẩm An Giang,1600230014
2673,CÔNG TY CỔ PHẦN Xuất Nhập Khẩu An Giang (Angimex),1600230737
2674,CÔNG TY CỔ PHẦN Điện nước An Giang,1600249791
2675,CÔNG TY CỔ PHẦN NTACO,1600513044
2676,CÔNG TY CỔ PHẦN Xuất nhập khẩu thủy sản An Giang (AGIFISH),1600583588
2677,Công ty CP Bê tông ly tâm An Giang,1600669108
2678,CÔNG TY CỔ PHẦN XNK Thủy sản Cửu Long An Giang,1600680398
2679,Công Ty Cổ Phần Dược Phẩm Agimexpharm,1600699279
2680,CÔNG TY CỔ PHẦN Đầu tư Du lịch và Phát triển thủy sản,1600895650
2681,CÔNG TY CỔ PHẦN Xuất nhập khẩu Kiên Giang,1700100989
2682,Công ty Cổ phần Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang,1700113586
2683,Ngân hàng TMCP Quốc Dân,1700169765
2684,Ngân hàng TMCP Kiên Long,1700197787
2685,CÔNG TY CỔ PHẦN Kiên Hùng,1700339752
2686,CÔNG TY CỔ PHẦN Chế biến thủy sản xuất khẩu Ngô Quyền,1700460163
2687,CÔNG TY CỔ PHẦN Thương mại Kiên Giang,1700523208
2688,CÔNG TY CỔ PHẦN Tàu cao tốc Superdong - Kiên Giang,1700556108
2689,Công ty Cổ phần Cấp thoát nước Cần Thơ,1800155244
2690,Công ty CP Sadico Cần Thơ,1800155452
2691,CÔNG TY CỔ PHẦN Dược Hậu Giang,1800156801
2692,CÔNG TY CỔ PHẦN Nông nghiệp Công nghệ cao Trung An,1800241736
2693,Công ty Cổ phần Đô thị Cần Thơ,1800271113
2694,CÔNG TY CỔ PHẦN Công nghiệp tàu thủy và Vận tải Cần Thơ,1800277651
2695,Ngân hàng TMCP Sài Gòn - Hà Nội,1800278630
2696,Công ty Cổ phần Đầu tư và Xây dựng 40,1800421390
2697,CÔNG TY CỔ PHẦN Thủy sản Mekong,1800448811
2698,CÔNG TY CỔ PHẦN Thuốc sát trùng Cần Thơ,1800457478
2699,CÔNG TY CỔ PHẦN Vật liệu xây dựng 720,1800493606
2700,Công Ty Cổ Phần Vật tư Hậu Giang,1800506679
2701,CÔNG TY CỔ PHẦN Vật tư Kỹ thuật Nông nghiệp Cần Thơ,1800518314
2702,CÔNG TY CỔ PHẦN Khoáng sản và Xi măng Cần Thơ,1800553319
2703,CÔNG TY CỔ PHẦN Chế biến thực phẩm Sông Hậu,1800572706
2704,Công ty Cổ phần Bia Sài Gòn - Miền Tây,1800586579
2705,CÔNG TY CỔ PHẦN Xuất nhập khẩu thủy sản Cần Thơ - Caseamex,1800632306
2706,Công ty Cổ phần Bia - Nước giải khát Sài Gòn - Tây Đô,1800641942
2707,CÔNG TY CỔ PHẦN Phân bón và Hóa chất dầu khí Tây Nam Bộ,1800722461
2708,CÔNG TY CỔ PHẦN Cảng Cần Thơ,1801319907
2709,Công ty Cổ phần Cấp nước Trà Nóc - Ô Môn,1801548417
2710,Công ty Cổ phần Thủy sản Bạc Liêu,1900253340
2711,CÔNG TY CỔ PHẦN Thủy sản Minh Hải,1900264511
2712,CÔNG TY CỔ PHẦN Bia Sài Gòn - Bạc Liêu,1900333973
2713,CÔNG TY CỔ PHẦN Bao bì Dầu khí Việt Nam,1900437757
2714,CÔNG TY CỔ PHẦN Xuất nhập khẩu Nông sản thực phẩm Cà Mau,2000101442
2715,CÔNG TY CỔ PHẦN Cấp nước Cà Mau,2000101918
2716,Công Ty CP Chế biến và XNK Thủy sản Cadovimex,2000102580
2717,Công ty CP Camimex Group,2000103908
2718,Công ty Cổ phần Chế biến thủy sản xuất khẩu Minh Hải,2000104034
2719,Công ty Cổ Phần Xuất nhập khẩu Thủy sản Năm Căn,2000104323
2720,Công ty Cổ phần Thủy sản Cà Mau,2000105020
2721,CÔNG TY CỔ PHẦN Thương nghiệp Cà Mau,2000110221
2722,CÔNG TY CỔ PHẦN Tập đoàn Thủy sản Minh Phú,2000393273
2723,Công ty Cổ phần Phân bón Dầu khí Cà Mau,2001012298
2724,CÔNG TY CỔ PHẦN Camimex,2001122903
2725,CÔNG TY CỔ PHẦN CẤP NƯỚC SÓC TRĂNG,2200107297
2726,CÔNG TY CỔ PHẦN Công trình đô thị Sóc Trăng,2200177456
2727,CÔNG TY CỔ PHẦN Chế biến Thủy sản Út Xi,2200203836
2728,CÔNG TY CỔ PHẦN THỰC PHẨM SAO TA,2200208753
2729,Ngân hàng TMCP Việt Nam Thương Tín,2200269805
2730,CÔNG TY CỔ PHẦN Đầu tư và phát triển đô thị dầu khí Cửu Long,2200280598
2731,Công ty cổ phần Kính Đáp Cầu,2300100471
2732,CÔNG TY CỔ PHẦN Gạch ngói Từ Sơn,2300101958
2733,CÔNG TY CỔ PHẦN Lilama 69-1,2300102253
2734,Công ty Cổ Phần Tổng Công ty May Đáp Cầu,2300102398
2735,CÔNG TY CỔ PHẦN Tập đoàn Dabaco Việt Nam,2300105790
2736,Công ty cổ phần Nước sạch Bắc Ninh,2300108311
2737,CÔNG TY CỔ PHẦN Môi trường và Công trình Đô thị Bắc Ninh,2300181671
2738,Tổng Công ty Phát triển Đô thị Kinh Bắc - CÔNG TY CỔ PHẦN,2300233993
2739,CÔNG TY CỔ PHẦN Tập đoàn HANAKA,2300296337
2740,Công ty Cổ phần Viglacera Tiên Sơn,2300317851
2741,CÔNG TY CỔ PHẦN Seoul Metal Việt Nam,2300323118
2742,CÔNG TY CỔ PHẦN Xuất nhập khẩu Bắc Giang,2400110949
2743,CÔNG TY CỔ PHẦN Phân đạm và Hóa chất Hà Bắc,2400120344
2744,CÔNG TY CỔ PHẦN Xi măng Bắc Giang,2400125180
2745,CÔNG TY CỔ PHẦN Nước sạch Bắc Giang,2400126106
2746,CÔNG TY CỔ PHẦN Dầu khí Thái Dương,2400345718
2747,CÔNG TY CỔ PHẦN Hợp Nhất,2400379403
2748,CÔNG TY CỔ PHẦN Hóa chất Hưng Phát Hà Bắc,2400395807
2749,CÔNG TY CỔ PHẦN Tập đoàn An Bình,2400801230
2750,CÔNG TY CỔ PHẦN Nước sạch Vĩnh Phúc,2500144719
2751,CÔNG TY CỔ PHẦN Cấp thoát nước số I Vĩnh Phúc,2500155742
2752,CÔNG TY CỔ PHẦN Xuân Hòa Việt Nam,2500161922
2753,CÔNG TY CỔ PHẦN Tập đoàn Nagakawa,2500217389
2754,CÔNG TY CỔ PHẦN Phát triển Hạ Tầng Vĩnh Phúc,2500222004
2755,CÔNG TY CỔ PHẦN Thép Mê Lin,2500222727
2756,CÔNG TY CỔ PHẦN Viglacera Thăng Long,2500224026
2757,Công ty cổ phần Dược phẩm Vĩnh Phúc - Vinphaco,2500228415
2758,CÔNG TY CỔ PHẦN Ống thép Việt Đức VGPIPE,2500267703
2759,CÔNG TY CỔ PHẦN Phụ gia nhựa,2500287403
2760,CÔNG TY CỔ PHẦN Xuân Mai - Đạo Tú,2500302820
2761,CÔNG TY CỔ PHẦN Đầu tư Dệt may Vĩnh Phúc,2500395568
2762,Tổng CÔNG TY CỔ PHẦN Sông Hồng,2600104283
2763,CÔNG TY CỔ PHẦN Lilama 3,2600104526
2764,CÔNG TY CỔ PHẦN LICOGI 14,2600106234
2765,CÔNG TY CỔ PHẦN CMC,2600106523
2766,CÔNG TY CỔ PHẦN Giấy Việt Trì,2600107284
2767,CÔNG TY CỔ PHẦN Dệt Vĩnh Phú,2600107485
2768,CÔNG TY CỔ PHẦN Pin ắc quy Vĩnh Phú,2600107968
2769,CÔNG TY CỔ PHẦN Hóa chất Việt Trì,2600108217
2770,CÔNG TY CỔ PHẦN Supe Phốt phát và Hóa chất Lâm Thao,2600108471
2771,"CÔNG TY CỔ PHẦN Bia, Rượu Sài Gòn - Đồng Xuân",2600114002
2772,CÔNG TY CỔ PHẦN Xi măng Phú Thọ,2600116271
2773,Công ty Cổ phần Bia Hà Nội - Hồng Hà,2600170014
2774,CÔNG TY CỔ PHẦN Tập đoàn Nhôm Sông Hồng Shalumi,2600213532
2775,CÔNG TY CỔ PHẦN Gốm sứ Thanh Hà,2600322355
2776,CÔNG TY CỔ PHẦN Bia Sài Gòn - Phú Thọ,2600393941
2777,CÔNG TY CỔ PHẦN Khai khoáng và Cơ khí hữu nghị Vĩnh Sinh,2600632004
2778,CÔNG TY CỔ PHẦN ĐẦU TƯ F88,2600948135
2779,CÔNG TY CỔ PHẦN Cơ khí lắp máy Lilama,2700224390
2780,CÔNG TY CỔ PHẦN Phân lân Ninh Bình,2700224471
2781,Công ty Cổ phần Nhiệt điện Ninh Bình,2700283389
2782,CÔNG TY CỔ PHẦN Vàng bạc đá quý toàn cầu,2700345155
2783,Tổng CÔNG TY CỔ PHẦN Bảo Minh,
2784,Công ty cổ phần môi trường và Công trình đô thị Thanh Hóa,2800152894
2785,CÔNG TY CỔ PHẦN CẤP NƯỚC THANH HÓA,2800219549
2786,CÔNG TY CỔ PHẦN Tập đoàn Tiên Sơn Thanh Hóa,2800222245
2787,CÔNG TY CỔ PHẦN Giấy Lam Sơn Thanh Hóa,2800228769
2788,CÔNG TY CỔ PHẦN Sách và thiết bị trường học Thanh Hóa,2800230817
2789,CÔNG TY CỔ PHẦN Dược - Vật tư y tế Thanh Hóa,2800231948
2790,CÔNG TY CỔ PHẦN Xi măng Bỉm Sơn,2800232620
2791,CÔNG TY CỔ PHẦN Lilama 5,2800233448
2792,CÔNG TY CỔ PHẦN Xây dựng số 5,2800233984
2793,CÔNG TY CỔ PHẦN Mía đường Lam Sơn,2800463346
2794,CÔNG TY CỔ PHẦN Vicem Bao bì Bỉm Sơn,2800508928
2795,CÔNG TY CỔ PHẦN Đầu tư và xây dựng HUD4,2800576533
2796,CÔNG TY CỔ PHẦN Thanh Hoa Sông Đà,2800772376
2797,CÔNG TY CỔ PHẦN Bia Thanh Hóa,2800791192
2798,CÔNG TY CỔ PHẦN Xây Dựng và Năng lượng VCP,2800799804
2799,CÔNG TY CỔ PHẦN Xây lắp Dầu khí Thanh Hóa,2800947548
2800,Công ty cổ phần Spiral Galaxy,2801330959
2801,CÔNG TY CỔ PHẦN Cảng dịch vụ dầu khí tổng hợp PTSC Thanh Hóa,2801448559
2802,Tổng CÔNG TY CỔ PHẦN Tái bảo hiểm quốc gia Việt Nam,
2803,Công ty Cổ phần Cấp nước Nghệ An,2900324240
2804,CÔNG TY CỔ PHẦN Trung Đô,2900324272
2805,CÔNG TY CỔ PHẦN Xây dựng và Thương mại 423,2900324586
2806,Công ty cổ phần Dệt may Hoàng Thị Loan,2900324811
2807,CÔNG TY CỔ PHẦN Xây dựng Cầu 75 - Cienco8,2900324829
2808,Công ty cổ phần Tập Đoàn Cienco4,2900324850
2809,CÔNG TY CỔ PHẦN Cảng Nghệ Tĩnh,2900325068
2810,Ngân hàng TMCP Bắc Á,2900325526
2811,Tổng công ty chè Nghệ An - CÔNG TY CỔ PHẦN,2900326223
2812,Công ty CP Nafoods Group,2900326375
2813,CÔNG TY CỔ PHẦN MÔI TRƯỜNG VÀ CÔNG TRÌNH ĐÔ THỊ NGHỆ AN,2900326985
2814,CÔNG TY CỔ PHẦN Xi măng Vicem Hoàng Mai,2900329295
2815,CÔNG TY CỔ PHẦN Xây dựng và Đầu tư 492,2900329305
2816,CÔNG TY CỔ PHẦN Đầu tư Hợp tác kinh tế Việt Lào,2900329418
2817,CÔNG TY CỔ PHẦN Xây dựng công trình 484,2900383729
2818,CÔNG TY CỔ PHẦN Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,2900428497
2819,CÔNG TY CỔ PHẦN Tư vấn và Xây dựng công trình Miền Trung,2900484195
2820,Công ty CP Dược Vật tư Y tế Nghệ An,2900491298
2821,CÔNG TY CỔ PHẦN Nhựa bao bì Vinh,2900531222
2822,CÔNG TY CỔ PHẦN Tập đoàn Sara,2900556890
2823,CÔNG TY CỔ PHẦN Xây dựng điện VNECO 2,2900559122
2824,CÔNG TY CỔ PHẦN Xây dựng điện VNECO4,2900574674
2825,CÔNG TY CỔ PHẦN Xây dựng điện Vneco 3,2900576216
2826,CÔNG TY CỔ PHẦN Du lịch xanh Nghệ An - Vneco,2900576978
2827,CÔNG TY CỔ PHẦN Thủy điện Quế Phong,2900687702
2828,CÔNG TY CỔ PHẦN BAO BÌ TÂN KHÁNH AN,2900741212
2829,CÔNG TY CỔ PHẦN Bia Sài Gòn - Nghệ Tĩnh,2900765728
2830,CÔNG TY CỔ PHẦN Du lịch Dầu Khí Phương Đông,2900781381
2831,CÔNG TY CỔ PHẦN Bia Sài Gòn - Sông Lam,2900783332
2832,CÔNG TY CỔ PHẦN Du lịch Trường Sơn Coecco,2900793002
2833,CÔNG TY CỔ PHẦN THỦY ĐIỆN HỦA NA,2900797430
2834,Công ty cổ phần Khoáng sản Á Châu,2900859599
2835,CÔNG TY CỔ PHẦN Đầu tư và Thương mại Dầu khí Nghệ An,2900872462
2836,Công ty cổ phần Đá Hoàng Mai,2901437166
2837,CÔNG TY CỔ PHẦN Dược Hà Tĩnh,3000104879
2838,Tổng Công ty khoáng sản và thương mại Hà Tĩnh-CÔNG TY CỔ PHẦN,3000310977
2839,CÔNG TY CỔ PHẦN Thủy điện Hương Sơn,3000333195
2840,CÔNG TY CỔ PHẦN Khoáng sản Mangan,3000376142
2841,CÔNG TY CỔ PHẦN Xăng dầu Dầu khí Vũng Áng,3000413193
2842,CÔNG TY CỔ PHẦN Chăn nuôi - Mitraco,3001065982
2843,Công ty cổ phần Việt Trung Quảng Bình,3100114493
2844,CÔNG TY CỔ PHẦN LỆ NINH,3100114609
2845,Công ty Cổ phần Cấp nước Quảng Bình,3100130287
2846,Công ty cổ phần Bia Hà Nội - Quảng Bình,3100301045
2847,CÔNG TY CỔ PHẦN Xây dựng điện VNECO 12,3100320136
2848,CÔNG TY CỔ PHẦN Môi trường và Phát triển đô thị Quảng Bình,3100488562
2849,CÔNG TY CỔ PHẦN MINH HƯNG QUẢNG TRỊ,3200040982
2850,CÔNG TY CỔ PHẦN Tổng Công ty thương mại Quảng Trị,3200042556
2851,Công ty Cổ Phần Cà phê Khe Sanh,3200193146
2852,CÔNG TY CỔ PHẦN Gỗ MDF VRG - Quảng Trị,3200228141
2853,CÔNG TY CỔ PHẦN Hòa Bình Takara,3200474316
2854,CÔNG TY CỔ PHẦN Đầu tư và phát triển giáo dục Đà Nẵng,3203001382
2855,CÔNG TY CỔ PHẦN DỆT MAY HUẾ,3300100628
2856,Công ty cổ phần Tổng công ty công trình đường sắt,3300101075
2857,CÔNG TY CỔ PHẦN Môi trường và Công trình đô thị Huế,3300101082
2858,CÔNG TY CỔ PHẦN Du lịch Hương Giang,3300101124
2859,CÔNG TY CỔ PHẦN Xây lắp Thừa Thiên Huế,3300101156
2860,CÔNG TY CỔ PHẦN Vicem Thạch cao xi măng,3300101300
2861,Công ty Cổ phần Dược Medipharco,3300101406
2862,CÔNG TY CỔ PHẦN Cấp nước Thừa Thiên Huế (Huewaco),3300101491
2863,CÔNG TY CỔ PHẦN Sợi Phú Bài,3300352720
2864,CÔNG TY CỔ PHẦN Đầu tư Kinh doanh Nhà Thành Đạt,3300365310
2865,CÔNG TY CỔ PHẦN Cảng Chân Mây,3300515171
2866,Công ty cổ phần Tập đoàn MCST,3300529819
2867,CÔNG TY CỔ PHẦN Thủy Sản Việt Úc,3400322504
2868,CÔNG TY CỔ PHẦN MAY XUẤT KHẨU PHAN THIẾT,3400353333
2869,CÔNG TY CỔ PHẦN DỊCH VỤ NÔNG NGHIỆP BÌNH THUẬN,3400382278
2870,Công ty cổ phần Môi trường và Dịch vụ đô thị Bình Thuận,3400861721
2871,CÔNG TY CỔ PHẦN Dịch vụ đô thị Bà Rịa,3500100167
2872,Công ty Cổ phần Cao su Thống Nhất,3500100424
2873,Tổng CÔNG TY CỔ PHẦN Đầu tư phát triển xây dựng,3500101107
2874,CÔNG TY CỔ PHẦN Đầu tư Xây dựng Dầu khí IDICO,3500101298
2875,CÔNG TY CỔ PHẦN Đầu tư xây dựng UDCons,3500101308
2876,Công ty Cổ phần Cấp nước Bà Rịa - Vũng Tàu,3500101386
2877,Công Ty Cổ Phần Bất động sản và Đầu tư VRC,3500101523
2878,Công ty Cổ phần Du lịch tỉnh Bà Rịa Vũng Tàu,3500101812
2879,Tổng CÔNG TY CỔ PHẦN Xây lắp Dầu khí Việt Nam,3500102365
2880,Tổng công ty Khí Việt Nam - CÔNG TY CỔ PHẦN,3500102710
2881,CÔNG TY CỔ PHẦN Thương mại và Đại lý dầu tỉnh Bà Rịa - Vũng Tàu,3500102799
2882,Công ty Cổ phần Cao su Bà Rịa,3500103432
2883,CÔNG TY CỔ PHẦN Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,3500137706
2884,CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG VIÊN CÂY XANH & ĐÔ THỊ VŨNG TÀU,3500144358
2885,CÔNG TY CỔ PHẦN Phát triển nhà Bà Rịa - Vũng Tàu,3500444601
2886,CÔNG TY CỔ PHẦN Đầu tư phát triển xây dựng số 1,3500613828
2887,CÔNG TY CỔ PHẦN Gạch ngói gốm xây dựng Mỹ Xuân,3500640966
2888,CÔNG TY CỔ PHẦN Cao su Hòa Bình,3500657173
2889,CÔNG TY CỔ PHẦN Cấp nước Phú Mỹ,3500677525
2890,CÔNG TY CỔ PHẦN Xây dựng DIC Holdings,3500686978
